Sample.ID,latitude_north,longitude_east,site,crop,crop_group
S_1877,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1878,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1879,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1880,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1881,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1882,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1883,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1884,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1885,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1886,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1887,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1888,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1889,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1890,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1891,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1892,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1893,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1894,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1895,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1896,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1897,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1898,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1899,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1900,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1901,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1902,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1903,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1904,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1905,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1906,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1907,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1908,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1909,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1910,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1911,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1912,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1913,34.9189,134.895,"Kasaki, Hyogo",Tomato,Vegetables
S_1914,34.9189,134.895,"Kasaki, Hyogo",Tomato,Vegetables
S_1915,34.9189,134.895,"Kasaki, Hyogo",Tomato,Vegetables
S_1916,34.9189,134.895,"Kasaki, Hyogo",Tomato,Vegetables
S_1917,34.9189,134.895,"Kasaki, Hyogo",Tomato,Vegetables
S_1918,34.9189,134.895,"Kasaki, Hyogo",Tomato,Vegetables
S_1919,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1920,38.5917,140.4631,"Shima,_Sagae,_Yamagata",Tomato,Vegetables
S_1921,34.9189,134.895,,Tomato,Vegetables
S_1922,34.9189,134.895,,Tomato,Vegetables
S_1923,34.9189,134.895,,Tomato,Vegetables
S_1924,34.9189,134.895,"Kasaki, Hyogo",Tomato,Vegetables
S_1925,34.9189,134.895,"Kasaki, Hyogo",Tomato,Vegetables
S_1926,34.9189,134.895,"Kasaki, Hyogo",Tomato,Vegetables
S_1927,34.9189,134.895,"Kasaki, Hyogo",Tomato,Vegetables
S_1928,34.9189,134.895,"Kasaki, Hyogo",Tomato,Vegetables
S_1929,34.9189,134.895,,Tomato,Vegetables
S_1930,34.9189,134.895,,Tomato,Vegetables
S_1931,34.9189,134.895,,Tomato,Vegetables
S_1932,34.9189,134.895,,Tomato,Vegetables
S_1933,34.9189,134.895,,Tomato,Vegetables
S_1934,34.9189,134.895,,Tomato,Vegetables
S_1935,34.9189,134.895,,Tomato,Vegetables
S_1936,34.9189,134.895,,Tomato,Vegetables
S_1937,34.9189,134.895,,Tomato,Vegetables
S_1938,34.9189,134.895,,Tomato,Vegetables
S_1939,34.9189,134.895,,Tomato,Vegetables
S_1940,34.9189,134.895,,Tomato,Vegetables
S_1941,34.9189,134.895,,Tomato,Vegetables
S_1942,34.9189,134.895,,Tomato,Vegetables
S_1943,34.9189,134.895,,Tomato,Vegetables
S_1944,34.9189,134.895,,Tomato,Vegetables
S_1945,34.9189,134.895,,Tomato,Vegetables
S_1946,34.9189,134.895,,Tomato,Vegetables
S_1947,34.9189,134.895,,Tomato,Vegetables
S_1948,34.9189,134.895,,Tomato,Vegetables
S_1949,34.9189,134.895,,Tomato,Vegetables
S_1950,34.9189,134.895,,Tomato,Vegetables
S_1951,34.9189,134.895,,Tomato,Vegetables
S_1952,34.9189,134.895,,Tomato,Vegetables
S_1953,34.9189,134.895,,Tomato,Vegetables
S_1954,34.9189,134.895,,Tomato,Vegetables
S_1955,34.9189,134.895,,Tomato,Vegetables
S_1956,34.9189,134.895,,Tomato,Vegetables
S_1957,34.9189,134.895,,Tomato,Vegetables
S_1958,34.9189,134.895,,Tomato,Vegetables
S_1959,34.9189,134.895,,Tomato,Vegetables
S_1960,34.9189,134.895,,Tomato,Vegetables
S_1961,34.9189,134.895,,Tomato,Vegetables
S_1962,34.9189,134.895,,Tomato,Vegetables
S_1963,34.9189,134.895,,Tomato,Vegetables
S_1964,34.9189,134.895,,Tomato,Vegetables
S_1965,34.9189,134.895,,Tomato,Vegetables
S_1966,34.9189,134.895,,Tomato,Vegetables
S_1967,34.9189,134.895,,Tomato,Vegetables
S_1968,34.9189,134.895,,Tomato,Vegetables
S_1969,34.9189,134.895,,Tomato,Vegetables
S_1970,34.9189,134.895,,Tomato,Vegetables
S_1971,34.9189,134.895,,Tomato,Vegetables
S_1972,34.9189,134.895,,Tomato,Vegetables
S_1973,34.9189,134.895,,Tomato,Vegetables
S_1974,34.9189,134.895,,Tomato,Vegetables
S_1975,34.9189,134.895,,Tomato,Vegetables
S_1976,34.9189,134.895,,Tomato,Vegetables
S_1977,34.9189,134.895,,Tomato,Vegetables
S_1978,34.9189,134.895,,Tomato,Vegetables
S_1979,34.9189,134.895,,Tomato,Vegetables
S_1980,34.9189,134.895,,Tomato,Vegetables
S_1981,34.9189,134.895,,Tomato,Vegetables
S_1982,34.9189,134.895,,Tomato,Vegetables
S_1983,34.9189,134.895,,Tomato,Vegetables
S_1984,34.9189,134.895,,Tomato,Vegetables
S_1985,34.9189,134.895,,Tomato,Vegetables
S_1986,34.9189,134.895,,Tomato,Vegetables
S_1987,34.9189,134.895,,Tomato,Vegetables
S_1988,34.9189,134.895,,Tomato,Vegetables
S_1989,34.9189,134.895,,Tomato,Vegetables
S_1990,34.9189,134.895,,Tomato,Vegetables
S_1991,34.9189,134.895,,Tomato,Vegetables
S_1992,34.9189,134.895,,Tomato,Vegetables
S_1993,34.9189,134.895,,Tomato,Vegetables
S_1994,34.9189,134.895,,Tomato,Vegetables
S_1995,34.9189,134.895,,Tomato,Vegetables
S_1996,34.9189,134.895,,Tomato,Vegetables
S_1997,34.9189,134.895,,Tomato,Vegetables
S_1998,34.9189,134.895,,Tomato,Vegetables
S_1999,34.9189,134.895,,Tomato,Vegetables
S_2000,34.9189,134.895,,Tomato,Vegetables
S_2001,34.9189,134.895,,Tomato,Vegetables
S_2002,34.9189,134.895,,Tomato,Vegetables
S_2003,34.9189,134.895,,Tomato,Vegetables
S_2004,34.9189,134.895,,Tomato,Vegetables
S_2005,34.9189,134.895,,Tomato,Vegetables
S_2006,34.9189,134.895,,Tomato,Vegetables
S_2007,34.9189,134.895,,Tomato,Vegetables
S_2008,34.9189,134.895,,Tomato,Vegetables
S_2009,36.0844,139.64,Rokumanbu_kuki-city__,Tomato,Vegetables
S_2010,34.9189,134.895,,Tomato,Vegetables
S_2011,34.9189,134.895,,Tomato,Vegetables
S_2012,34.9189,134.895,,Tomato,Vegetables
S_2013,34.9189,134.895,,Tomato,Vegetables
S_2014,34.9189,134.895,,Tomato,Vegetables
S_2015,34.9189,134.895,,Tomato,Vegetables
S_2016,34.9189,134.895,,Tomato,Vegetables
S_2017,36.0844,139.64,Rokumanbu_kuki-city__,Eggplant,Vegetables
S_2018,36.0844,139.64,Rokumanbu_kuki-city__,Eggplant,Vegetables
S_2019,36.0844,139.64,Rokumanbu_kuki-city__,Eggplant,Vegetables
S_2020,36.0844,139.64,Rokumanbu_kuki-city__,Eggplant,Vegetables
S_2021,36.0844,139.64,Rokumanbu_kuki-city__,Eggplant,Vegetables
S_2022,36.0844,139.64,Rokumanbu_kuki-city__,Eggplant,Vegetables
S_2023,36.0844,139.64,Rokumanbu_kuki-city__,Eggplant,Vegetables
S_2024,36.0844,139.64,Rokumanbu_kuki-city__,Eggplant,Vegetables
S_2025,34.44,134.8631,,Tomato,Vegetables
S_2026,34.4717,134.8717,,Tomato,Vegetables
S_2027,34.4928,134.8692,,Tomato,Vegetables
S_2028,34.4903,134.8708,,Tomato,Vegetables
S_2029,34.4894,134.87,,Tomato,Vegetables
S_2030,34.4906,134.8731,,Tomato,Vegetables
S_2031,34.4572,134.8808,,Eggplant,Vegetables
S_2032,36.0844,139.64,Rokumanbu_kuki-city__,Eggplant,Vegetables
S_2033,34.2767,134.7797,,Onion,Vegetables
S_2034,34.3033,134.7525,,Onion,Vegetables
S_2035,34.3131,134.7381,,Onion,Vegetables
S_2036,34.3153,134.7414,,Onion,Vegetables
S_2037,34.2833,134.7583,,Tomato,Vegetables
S_2038,34.9189,134.8953,,Tomato,Vegetables
S_2039,34.4956,134.8631,,Tomato,Vegetables
S_2040,34.4931,134.8644,,Tomato,Vegetables
S_2041,34.2389,134.7431,,Onion,Vegetables
S_2042,34.2125,134.7356,,Onion,Vegetables
S_2043,34.2522,134.7697,,Onion,Vegetables
S_2044,34.2861,134.7839,,Onion,Vegetables
S_2045,34.3208,134.79,,Onion,Vegetables
S_2046,34.3286,134.7575,,Onion,Vegetables
S_2047,34.3142,134.7772,,Onion,Vegetables
S_2048,34.2925,134.7742,,Onion,Vegetables
S_2049,34.3053,134.7528,,Lettuce,Vegetables
S_2050,34.3269,134.7639,,Lettuce,Vegetables
S_2051,34.2419,134.7306,,Lettuce,Vegetables
S_2052,34.2725,134.7694,,Lettuce,Vegetables
S_2053,34.2272,134.7228,,Lettuce,Vegetables
S_2054,34.2364,134.7381,,Onion,Vegetables
S_2055,34.2817,134.7414,,Onion,Vegetables
S_2056,34.2431,134.7594,,Onion,Vegetables
S_2057,34.9119,136.4858,suzuka,Lettuce,Vegetables
S_2058,34.3108,134.7969,,Lettuce,Vegetables
S_2059,34.3108,134.7967,,Lettuce,Vegetables
S_2060,34.2872,134.7494,,Lettuce,Vegetables
S_2061,34.2872,134.7494,,Lettuce,Vegetables
S_2062,34.2781,134.7731,,Lettuce,Vegetables
S_2063,34.2767,134.7894,,Lettuce,Vegetables
S_2064,34.3047,134.7733,,Lettuce,Vegetables
S_2065,34.8503,136.5183,suzuka,Cabbage,Vegetables
S_2066,34.8503,136.5183,suzuka,Cabbage,Vegetables
S_2067,34.8506,136.4997,suzuka,Cabbage,Vegetables
S_2068,34.8506,136.4997,suzuka,Cabbage,Vegetables
S_2069,34.8506,136.495,suzuka,Cabbage,Vegetables
S_2070,34.8672,136.495,suzuka,Broccoli,Vegetables
S_2071,34.9119,136.4858,suzuka,Broccoli,Vegetables
S_2072,34.9119,136.4858,suzuka,Broccoli,Vegetables
S_2073,35.0172,136.5758,yokkaiti,Cabbage,Vegetables
S_2074,35.0192,136.5767,yokkaiti,Cabbage,Vegetables
S_2075,35.0192,136.5767,yokkaiti,Cabbage,Vegetables
S_2076,34.6531,136.4814,tu,Cabbage,Vegetables
S_2077,34.6531,136.4814,tu,Cabbage,Vegetables
S_2078,34.4978,136.6592,ise,Cabbage,Vegetables
S_2079,34.4978,136.6592,ise,Cabbage,Vegetables
S_2080,34.4853,136.6525,tamaki,Cabbage,Vegetables
S_2081,34.8672,136.495,suzuka,Broccoli,Vegetables
S_2082,34.9119,136.4858,suzuka,Cabbage,Vegetables
S_2083,34.4756,136.6461,ise,Cabbage,Vegetables
S_2084,34.8506,136.5208,suzuka,Chinese_cabbage,Vegetables
S_2085,35.0083,136.5583,yokkaiti,Cabbage,Vegetables
S_2086,35.0064,136.5586,yokkaiti,Chinese_cabbage,Vegetables
S_2088,35.0067,136.5606,yokkaiti,Chinese_cabbage,Vegetables
S_2089,34.6531,136.4814,tu,Cabbage,Vegetables
S_2090,34.4978,136.6592,ise,Cabbage,Vegetables
S_2091,34.4853,136.6525,tamaki,Cabbage,Vegetables
S_2092,34.8503,136.5183,suzuka,Cabbage,Vegetables
S_2093,34.8503,136.5183,suzuka,Cabbage,Vegetables
S_2094,34.8503,136.5183,suzuka,Cabbage,Vegetables
S_2095,34.8506,136.4997,suzuka,Cabbage,Vegetables
S_2096,34.8506,136.495,suzuka,Cabbage,Vegetables
S_2097,34.6306,136.4875,matusaka,Cabbage,Vegetables
S_2098,34.6306,136.4875,matusaka,Cabbage,Vegetables
S_2099,34.6306,136.4875,matusaka,Chinese_cabbage,Vegetables
S_2100,35.0083,136.5583,yokkaiti,Cabbage,Vegetables
S_2101,35.0064,136.5586,yokkaiti,Chinese_cabbage,Vegetables
S_2102,35.0075,136.5578,yokkaiti,Chinese_cabbage,Vegetables
S_2103,35.0172,136.5758,yokkaiti,Cabbage,Vegetables
S_2104,35.0192,136.5767,yokkaiti,Cabbage,Vegetables
S_2105,34.7158,132.6136,"Akitakada,_Hiroshima",Broccoli,Vegetables
S_2106,34.7158,132.6136,"Akitakada,_Hiroshima",Broccoli,Vegetables
S_2107,34.7158,132.6136,"Akitakada,_Hiroshima",Cabbage,Vegetables
S_2108,34.6306,136.4875,matusaka,Cabbage,Vegetables
S_2109,34.6306,136.4875,matusaka,Cabbage,Vegetables
S_2110,34.6306,136.4875,matusaka,Cabbage,Vegetables
S_2111,34.6306,136.4875,matusaka,Cabbage,Vegetables
S_2112,34.6306,136.4875,matusaka,Cabbage,Vegetables
S_2113,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2114,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2115,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2116,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2117,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2118,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2119,36.1167,137.8833,Asahi_village,Broccoli,Vegetables
S_2120,34.6703,132.5456,"Kitahiroshima,_Hiroshima",Broccoli,Vegetables
S_2121,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2122,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2123,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2124,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2125,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2126,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2127,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2128,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2129,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2130,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2131,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2132,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2133,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2134,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2135,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2136,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2137,35.3253,135.2306,Ayabe_KYOTO,Lettuce,Vegetables
S_2138,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2139,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2140,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2141,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2142,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2143,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2144,36.1167,137.8833,Asahi_village,Lettuce,Vegetables
S_2145,35.3253,135.2306,Ayabe_KYOTO,Chinese_cabbage,Vegetables
S_2146,35.3253,135.2306,Ayabe_KYOTO,Chinese_cabbage,Vegetables
S_2147,35.3253,135.2306,Ayabe_KYOTO,Chinese_cabbage,Vegetables
S_2148,35.3256,135.23,Ayabe_KYOTO,Chinese_cabbage,Vegetables
S_2149,35.3256,135.23,Ayabe_KYOTO,Chinese_cabbage,Vegetables
S_2150,35.3256,135.23,Ayabe_KYOTO,Chinese_cabbage,Vegetables
S_2151,35.3253,135.2306,Ayabe_KYOTO,Chinese_cabbage,Vegetables
S_2152,35.3253,135.2306,Ayabe_KYOTO,Chinese_cabbage,Vegetables
S_2153,34.7158,132.6136,"Akitakada,_Hiroshima",Broccoli,Vegetables
S_2154,34.7158,132.6136,"Akitakada,_Hiroshima",Broccoli,Vegetables
S_2155,34.7158,132.6136,"Akitakada,_Hiroshima",Broccoli,Vegetables
S_2156,34.6703,132.5456,"Kitahiroshima,_Hiroshima",Broccoli,Vegetables
S_2157,34.6703,132.5456,"Kitahiroshima,_Hiroshima",Chinese_cabbage,Vegetables
S_2158,35.3256,135.23,Ayabe_KYOTO,Chinese_cabbage,Vegetables
S_2159,35.3256,135.23,Ayabe_KYOTO,Chinese_cabbage,Vegetables
S_2160,35.3256,135.23,Ayabe_KYOTO,Chinese_cabbage,Vegetables
S_2165,36.6728,137.1683,toyama,Broccoli,Vegetables
S_2166,34.6703,132.5456,"Kitahiroshima,_Hiroshima",Broccoli,Vegetables
S_2167,34.6703,132.5456,"Kitahiroshima,_Hiroshima",Broccoli,Vegetables
S_2168,34.6703,132.5456,"Kitahiroshima,_Hiroshima",Broccoli,Vegetables
S_2233,34.2717,133.9986,Okamoto-cho_Takamatsu-shi_kagawa,Broccoli,Vegetables
S_2241,34.255,133.7475,Aoki_Tadotsu-cho_Nakatado-gun_Kagawa,Broccoli,Vegetables
S_2242,34.3153,134.2147,kabe_sanuki-shi_kagawa,Broccoli,Vegetables
S_2243,34.3153,134.2147,kabe_sanuki-shi_kagawa,Broccoli,Vegetables
S_2244,34.3153,134.2147,kabe_sanuki-shi_kagawa,Broccoli,Vegetables
S_2245,34.2692,134.0617,Mitani-cho_Takamatsu-shi_kagawa,Broccoli,Vegetables
S_2246,34.2692,134.0617,Mitani-cho_Takamatsu-shi_kagawa,Broccoli,Vegetables
S_2247,34.2692,134.0617,Mitani-cho_Takamatsu-shi_kagawa,Broccoli,Vegetables
S_2248,34.2717,133.9986,Okamoto-cho_Takamatsu-shi_kagawa,Broccoli,Vegetables
S_2249,34.3033,133.8342,Naganawate_Tadotsu-cho_Nakatado-gun_Kagawa,Broccoli,Vegetables
S_2250,34.3033,133.8342,Naganawate_Tadotsu-cho_Nakatado-gun_Kagawa,Broccoli,Vegetables
S_2251,34.3033,133.8342,Naganawate_Tadotsu-cho_Nakatado-gun_Kagawa,Broccoli,Vegetables
S_2252,34.2508,133.7506,Aoki_Tadotsu-cho_Nakatado-gun_Kagawa,Broccoli,Vegetables
S_2253,34.2508,133.7506,Aoki_Tadotsu-cho_Nakatado-gun_Kagawa,Broccoli,Vegetables
S_2254,34.2508,133.7506,Aoki_Tadotsu-cho_Nakatado-gun_Kagawa,Broccoli,Vegetables
S_2255,34.255,133.7475,Aoki_Tadotsu-cho_Nakatado-gun_Kagawa,Broccoli,Vegetables
S_2256,34.255,133.7475,Aoki_Tadotsu-cho_Nakatado-gun_Kagawa,Broccoli,Vegetables
S_2257,34.1953,133.6881,Mino-cho_Mitoyo-shi_Kagawa,Broccoli,Vegetables
S_2258,34.1953,133.6881,Mino-cho_Mitoyo-shi_Kagawa,Broccoli,Vegetables
S_2259,34.1331,133.7161,Azeta_Toyonaka-cho__Mitoyo-shi_Kagawa,Broccoli,Vegetables
S_2260,34.1331,133.7161,Azeta_Toyonaka-cho__Mitoyo-shi_Kagawa,Broccoli,Vegetables
S_2261,34.1331,133.7161,Azeta_Toyonaka-cho__Mitoyo-shi_Kagawa,Broccoli,Vegetables
S_2262,34.1933,133.8439,Mannou-tyo_Nakatado-bun_Kagawa,Broccoli,Vegetables
S_2263,34.1933,133.8439,Mannou-tyo_Nakatado-bun_Kagawa,Broccoli,Vegetables
S_2264,34.1933,133.8439,Mannou-tyo_Nakatado-bun_Kagawa,Broccoli,Vegetables
S_2265,34.2717,133.9986,Okamoto-cho_Takamatsu-chi_kagawa,Broccoli,Vegetables
S_2266,34.2717,133.9986,Okamoto-cho_Takamatsu-chi_kagawa,Broccoli,Vegetables
S_2267,34.2717,133.9986,Okamoto-cho_Takamatsu-chi_kagawa,Broccoli,Vegetables
S_2268,34.2717,133.9986,Okamoto-cho_Takamatsu-chi_kagawa,Broccoli,Vegetables
S_2269,34.1956,133.6875,Motoyama_Toyonaka-cho_Mitoyo-shi_Kagawa,Broccoli,Vegetables
S_2270,34.1956,133.6875,Motoyama_Toyonaka-cho_Mitoyo-shi_Kagawa,Broccoli,Vegetables
S_2271,34.1956,133.6875,Motoyama_Toyonaka-cho_Mitoyo-shi_Kagawa,Broccoli,Vegetables
S_2272,34.1953,133.6881,Mino-cho_Mitoyo-shi_Kagawa,Broccoli,Vegetables
S_2273,34.255,133.7475,Aoki_Tadotsu-cho_Nakatado-gun_Kagawa,Broccoli,Vegetables
S_2274,34.255,133.7475,Aoki_Tadotsu-cho_Nakatado-gun_Kagawa,Broccoli,Vegetables
S_2275,34.255,133.7475,Aoki_Tadotsu-cho_Nakatado-gun_Kagawa,Broccoli,Vegetables
S_2276,34.2692,134.0617,Mitani-cho_Takamatsu-shi_kagawa,Broccoli,Vegetables
S_2277,34.2692,134.0617,Mitani-cho_Takamatsu-shi_kagawa,Broccoli,Vegetables
S_2278,34.2692,134.0617,Mitani-cho_Takamatsu-shi_kagawa,Broccoli,Vegetables
S_2279,34.2717,133.9986,Okamoto-cho_Takamatsu-chi_kagawa,Broccoli,Vegetables
S_2280,34.2717,133.9986,Okamoto-cho_Takamatsu-chi_kagawa,Broccoli,Vegetables
S_2281,34.1331,133.7161,Azeta_Toyonaka-cho__Mitoyo-shi_Kagawa,Broccoli,Vegetables
S_2282,34.1331,133.7161,Azeta_Toyonaka-cho__Mitoyo-shi_Kagawa,Broccoli,Vegetables
S_2283,34.1933,133.8439,Mannou-tyo_Nakatado-bun_Kagawa,Broccoli,Vegetables
S_2284,34.1933,133.8439,Mannou-tyo_Nakatado-bun_Kagawa,Broccoli,Vegetables
S_2285,34.1933,133.8439,Mannou-tyo_Nakatado-bun_Kagawa,Broccoli,Vegetables
S_2286,34.1933,133.8439,Mannou-tyo_Nakatado-bun_Kagawa,Broccoli,Vegetables
S_2287,34.1933,133.8439,Mannou-tyo_Nakatado-bun_Kagawa,Broccoli,Vegetables
S_2288,34.1933,133.8439,Mannou-tyo_Nakatado-bun_Kagawa,Broccoli,Vegetables
S_2289,34.2508,133.7506,Aoki_Tadotsu-cho_Nakatado-gun_Kagawa,Broccoli,Vegetables
S_2290,34.3153,134.2147,kabe_sanuki-shi_kagawa,Broccoli,Vegetables
S_2291,34.3153,134.2147,kabe_sanuki-shi_kagawa,Broccoli,Vegetables
S_2292,34.3153,134.2147,kabe_sanuki-shi_kagawa,Broccoli,Vegetables
S_2293,34.3153,134.2147,kabe_sanuki-shi_kagawa,Broccoli,Vegetables
S_2294,34.3153,134.2147,kabe_sanuki-shi_kagawa,Broccoli,Vegetables
S_2295,34.3153,134.2147,kabe_sanuki-shi_kagawa,Broccoli,Vegetables
S_2296,34.1331,133.7161,Azeta_Toyonaka-cho__Mitoyo-shi_Kagawa,Broccoli,Vegetables
S_2297,34.1933,133.8439,Mannou-tyo_Nakatado-bun_Kagawa,Broccoli,Vegetables
S_2298,34.1933,133.8439,Mannou-tyo_Nakatado-bun_Kagawa,Broccoli,Vegetables
S_2299,34.1933,133.8439,Mannou-tyo_Nakatado-bun_Kagawa,Broccoli,Vegetables
S_2300,34.3033,133.8342,Naganawate_Tadotsu-cho_Nakatado-gun_Kagawa,Broccoli,Vegetables
S_2301,34.3033,133.8342,Naganawate_Tadotsu-cho_Nakatado-gun_Kagawa,Broccoli,Vegetables
S_2302,34.3033,133.8342,Naganawate_Tadotsu-cho_Nakatado-gun_Kagawa,Broccoli,Vegetables
S_2303,34.2508,133.7506,Aoki_Tadotsu-cho_Nakatado-gun_Kagawa,Broccoli,Vegetables
S_2304,34.2508,133.7506,Aoki_Tadotsu-cho_Nakatado-gun_Kagawa,Broccoli,Vegetables
S_2305,34.1953,133.6881,Mino-cho_Mitoyo-shi_Kagawa,Broccoli,Vegetables
S_2306,34.1953,133.6881,Mino-cho_Mitoyo-shi_Kagawa,Broccoli,Vegetables
S_2307,34.1933,133.8439,Mannou-tyo_Nakatado-bun_Kagawa,Broccoli,Vegetables
S_2308,34.1933,133.8439,Mannou-tyo_Nakatado-bun_Kagawa,Broccoli,Vegetables
S_2309,34.1933,133.8439,Mannou-tyo_Nakatado-bun_Kagawa,Broccoli,Vegetables
S_2310,34.1933,133.8439,Mannou-tyo_Nakatado-bun_Kagawa,Broccoli,Vegetables
S_2311,34.1933,133.8439,Mannou-tyo_Nakatado-bun_Kagawa,Broccoli,Vegetables
S_2312,34.1933,133.8439,Mannou-tyo_Nakatado-bun_Kagawa,Broccoli,Vegetables
S_2313,34.2669,134.0636,Mitani-cho_Takamatsu-shi_kagawa,Broccoli,Vegetables
S_2314,34.2669,134.0636,Mitani-cho_Takamatsu-shi_kagawa,Broccoli,Vegetables
S_2315,34.2669,134.0636,Mitani-cho_Takamatsu-shi_kagawa,Broccoli,Vegetables
S_2316,34.2669,134.0636,Mitani-cho_Takamatsu-shi_kagawa,Broccoli,Vegetables
S_2317,34.1956,133.6875,Motoyama_Toyonaka-cho_Mitoyo-shi_Kagawa,Broccoli,Vegetables
S_2318,34.1956,133.6875,Motoyama_Toyonaka-cho_Mitoyo-shi_Kagawa,Broccoli,Vegetables
S_2319,34.1956,133.6875,Motoyama_Toyonaka-cho_Mitoyo-shi_Kagawa,Broccoli,Vegetables
S_2320,34.1953,133.6881,Mino-cho_Mitoyo-shi_Kagawa,Broccoli,Vegetables
S_2321,34.4631,134.1686,Tonosho-cho_Shozu-gun_kagawa,Broccoli,Vegetables
S_2322,34.2683,134.0589,Mitani-cho_Takamatsu-shi_kagawa,Broccoli,Vegetables
S_2323,34.2628,134.0617,Mitani-cho_Takamatsu-shi_kagawa,Broccoli,Vegetables
S_2324,34.2628,134.0617,Mitani-cho_Takamatsu-shi_kagawa,Broccoli,Vegetables
S_2325,34.265,134.0653,Mitani-cho_Takamatsu-shi_kagawa,Broccoli,Vegetables
S_2326,34.265,134.0653,Mitani-cho_Takamatsu-shi_kagawa,Broccoli,Vegetables
